lyrics,label,language
Y no me tiren más con la soledad
Y no hagas alianzas con el dolor
No empeores mi realidad

Te doy hasta la Luna con su esplendor
Te doy hasta mi sangre por tu piedad
Doy lo que sea para que tu corazón
Mire lo grande que es perdonar

Doy lo que sea para que tu corazón
Mire lo grande que es perdonar

Na-na-na-na

¿Qué vas a hacer en nuestra esquina
Al realizar que ya no estoy?
¿Qué vas a hacer con esta ruina?
Si tu no estás, no sé quién soy

Si ya no duermes en la noche
Si tu sonrisa ya no está
Si nada dejan los reproches
Regresa y no mires atrás

¿Por qué llorar? ¿Por qué vivir así?
¿Por qué pensar para volver a mí?

¿Qué importa ya? ¿Qué tienen que decir?
Si vine ya, vine por ti, solo por ti
Ay, amor

No me mates más con ese rencor
No me tires más con la soledad
No hagas alianzas con el dolor
No empeores mi realidad

Yo te doy hasta la Luna con su esplendor
Te doy hasta mi sangre por tu piedad
Doy lo que sea para que tu corazón
Mire lo grande que es perdonar

Y no me maten más con ese rencor
Y no me tiren más con la soledad
Y no hagas alianzas con el dolor
No empeores mi realidad

Yo te doy hasta la Luna con su esplendor
Te doy hasta mi sangre por tu piedad
Doy lo que sea para que tu corazón
Mire lo grande que es perdonar

Doy lo que sea para que tu corazón
Mire lo grande que es perdonar

Amor, ¿qué hacer con este amor?
(Hay heridas imposibles de sanar, la llegada a la partida)
No sé quién soy
(¿Por qué llorar? ¿Por qué sufrir así?)
Me mata este dolor
(Si hoy vine por ti)

A decirte: Regresa y no mires atrás
(Amor, ¿qué hacer con este amor?)
No, no, no empeores la realidad
(No sé quién soy)
Te doy mi vida, te doy mi sangre
(Me mata este dolor)
Yo, yo aún te venero

Ay, amor, ¿qué hacer con este amor?
(¿Qué vas a hacer al realizar que ya no estoy ya aquí?)
No sé quién soy
(Si ya no duermes en las noches, nada dejan los reproches, corazón?)
Me mata este dolor
(Regresa a mí)

Yo te doy hasta la luna
(Amor, ¿qué hacer con este amor?)
Yo, mi vida entera
(No sé quién soy)
Como tú, no hay ninguna
No mires atrás",Cumbia,es
"(Who's this?)
¡Daddy Yankee!

Zúmbale mambo, pa' que mis gatas prendan los motore'
Zúmbale mambo, pa' que mis gatas prendan los motore'
Zúmbale mambo, pa' que mis gatas prendan los motore'
Que se preparen, que lo que viene es pa' que le den (¡duro!)

Mamita, yo sé que tú no te me vas a quitar (¡duro!)
Lo que me gusta es que tú te dejas llevar (¡duro!)
Todos los weekend, ella sale a vacilar (¡duro!)
Mi gata no para de janguear, porque

A ella le gusta la gasolina
(¡Dame más gasolina!)
Cómo le encanta la gasolina
(¡Dame más gasolina!)

A ella le gusta la gasolina
(¡Dame más gasolina!)
Cómo le encanta la gasolina
(¡Dame más gasolina!)

Ella prende las turbinas, no discrimina
No se pierde ni un party de marquesina
Se acicala hasta pa' la esquina
Luce tan bien que hasta la sombra le combina

Asesina, me domina
Janguea en carros, motoras y limosinas
Llena su tanque de adrenalina
Cuando escucha reguetón en las bocinas

A ella le gusta la gasolina
(¡Dame más gasolina!)
Cómo le encanta la gasolina
(¡Dame más gasolina!)

A ella le gusta la gasolina
(¡Dame más gasolina!)
Cómo le encanta la gasolina
(¡Dame más gasolina!) yo'

Aquí somos los mejores, no te me ajore'
En la pista, nos llaman Los Matadore'
Tú haces que cualquiera se enamore
Cuando bailas al ritmo de los tambore'

Esto va pa' las gatas de to' colore'
Pa' las mayore', pa' las menore'
Pa' las que son más zorras que los cazadore'
Pa' las mujeres que no apagan sus motore'

Tenemos tú y yo algo pendiente
Tú me debe' algo y lo sabe'
Conmigo ella se pierde
No le rinde cuentas a nadie

Tenemos tú y yo algo pendiente
Tú me debe' algo y lo sabe'
Conmigo ella se pierde
No le rinde cuentas a nadie

Zúmbale mambo, pa' que mis gatas prendan los motore'
Zúmbale mambo, pa' que mis gatas prendan los motore'
Zúmbale mambo, pa' que mis gatas prendan los motore'
Que se preparen, que lo que viene es pa' que le den (¡duro!)

Mamita, yo sé que tú no te me vas a quitar (¡duro!)
Lo que me gusta es que tú te dejas llevar (¡duro!)
Todos los weekend, ella sale a vacilar (¡duro!)
Mi gata no para de janguear, porque

A ella le gusta la gasolina
(¡Dame más gasolina!)
Cómo le encanta la gasolina
(¡Dame más gasolina!)

A ella le gusta la gasolina
(¡Dame más gasolina!)
Cómo le encanta la gasolina
(¡Dame más gasolina!)",Cumbia,es
"(Yeah, yeah)
(Ya está armado y grabado el álbum aquí, en medio de gira)

Eh-eh-eh, tú va' a pensarme
Donde sea que esté', donde sea que esté'
Miéntete, por más que pregunten
Si yo estoy con usted

Le picheo a esta' puta', esa es la baby
Tú baja' pa' acá, me la sube'
Esa nota e' una cura, ese cuerpo e' una aventura
¿Por qué ese piquete tan chula?
Ese totito te huele a fruta

Yo no me conformo a verte por las foto'
Mándame la ubi para yo llegarle
En el cuarto, baby, vamo' a hace' una porno
Te jalo del pelo, no va' a quitarte

¿Qué es lo que tiene ese booty tuyo, mami?
Que me haces pensarte cuando yo estoy solo
Lo má' hijueputa es cuando te hago venir
Y me dice': Papi, no quiero con otro

Rico, adicto a tu toto
Me quitas las prenda', yo te lo coloco
Le gusta lo caro, se moja si la toco
Se baja los panty y me mandó una foto

Bonita, chimbita, con las tetita' paraíta'
Te voy a dar en Culiacán, se enamoró de mi Glock doradita
Tussi, molly y water pa' chingarno' rico
Mami, tírame una foto, yo con el Norinco

Pa' mamarte el totito en el cuarto del hotel, me tomo un shot de Vitafer
No e' lo mismo
Que esté' chingando con él, a que te lo meta Anuel
Dime, bebé, enrolamo' un bate y fumamo' puré
Prendí, hay nubes grise', mami, ahora tu totito va a llover

Ese cabrón te dejó el corazón roto
Ese carechimba no sabe culearte
En el cuarto, baby, vamo' a hace' una porno
Yo te lambo el culo despué' de empinarte (La AA)

En la mano, el AP, mueve todo eso pa' mí
Dice que nadie le ha da'o así como yo le di
Yo hago que te conviertas en diabla, palabras sobran
Porque, en la cama, no se habla, partimos tabla

En la cama, arreglamo' siempre que discutimo'
Son má' de siete polvo' y siempre nos venimo'
Me pide que no pare, que le dé más castigo
Esta ninfomaníaca me tiene envuelto en su nido

Yo no me conformo a verte por las foto'
Mándame la ubi para yo llegarle
En el cuarto, baby, vamo' a hace' una porno
Te jalo del pelo, no vas a quitarte

No me conformo con verte por cámara
Te quiero en cuatro en mi recámara (dime, baby)
Baby (dime, mami), pa' que te moje' flow soldado' del Navy (brr, ¿qué?)
Soy el Sportacus de tu Town Lazy

Te meto el McGrady, y no e' Tracy (black, jeje)
Me quedo pegado como glue (¿qué?)
Tú me tiene' loco, bien crazy (¿ah?)
Beyoncé y JAY-Z, JAY-Z y Beyoncé (ajá)
Ere' el deseo que pido cuando las aguja' del reloj marcan las 11:11 (ere' tú, mami)

Dime cómo hacemo' entonce' (dime cómo)
Te busco y ando por la Monserrate
El blunt me patea, cogió karate
Y yo aquí pensando en preñarte
No hay arreglo si hago el disparate (¿qué?)

Tú disparaste cuando apunté
Ese toto es mi cherry, yo me la punté
Dividiendo tus mare', me siento Moisés
Y si te embarazo, pues, cachamo' el moisé' (de una), je

Qué chimba (qué chimba)
Me gusta cuando en el palo se arreguinda
Tú mi Patico, baby, yo tu Pablo
Le prendo la fea al que toque a mi linda

Rico, adicto a tu toto
Me quitas las prenda', yo te lo coloco
Le gusta lo caro, se moja si la toco
Se baja los panty y me mandó una foto

Ante' de mí, estaba' bien aburrida, como KAROL con FERXXO
Yo siempre te llevo al cielo, ma, como Chencho
Mi diosa, mi religión, también mi templo
No te miento, en verdad, me estoy envolviendo

Tú ere' mi putita, demasia'o ninfoma
Siempre que no te lo echo adentro tú te encabrona'
Linda en las rede', más rica en persona
Tanta picheaera, indirecta', pero es que nunca me menciona

Mándame la ubi, que voy a buscarte
Si no es contigo, yo prefiero estar solo
Mami, pa' hacerte, Dios tuvo que esforzarse
Hoy quiero chingarte, vamo' a hacer una porno

Qué rico, adicto a tu toto
Te gusta lo caro, y yo que brillo con co
Le gusta lo caro, se moja si la toco (qué rico)
Se baja los panty y me manda una foto (vea pues, sisas)

Le echo aceite por todo el culo, prende las velas, parece un ritual
Compro un granizado, le mezclo una miel, qué rico, mi amor, hoy te quiero dar (qué rico)
Es una ninfomaníaca, cómo me enredas por sexo
Por ti, fuera' millonaria si lo cobraras de eso

Qué rico es comerte, acabé de darte y no quiero irme
Primera cita, te fuiste en falda, y te voleé dedo en el cine
Meto mi yogurcito, se me para el chimbo y me lo llena de baba
Tiene un parecido a mis ex, siempre que la dejo, me llama

Ella sí es muy sexy, de barrio, pero fresa
Hagámoslo en un jet ski, con vista a la represa
Mi amor, tú ere' mi puta, y también mi princesa
Me encanta bajarle, se echó lubricante de fresa

Qué rico, yo estoy adicto a ese toto
Blanquita perico, achina'o los ojo'
Qué rico, yo estoy adicto a ese toto
Blanquita perico, achina'o los ojo'

Qué rico, qué rico, qué rico ese totito
Más cuando está mojado, mi amor, por los besito'
Qué rico, qué rico, te juro, mi amorcito
Acérquese despacio, yo le meto un dedito

Jaja, Ave María, mi amor
Aquí no sé qué decirle, venga, fluya
Venga, me hace el amor bien rico, mi reina, que
Usted sabe, en la cama, ¿pa' qué hablar?
Las palabras sobran, ¿ah, no?

Siempre Blessd
Y esto es pa' ti, tú sabes quién
Dímelo, Jara
Junto al Bendito
Mi amor, usted sabe, en cualquier puto ritmito

Sisas, La K (eh-eh-eh, tú va' a pensarme)
Este es el remix
Mejor dicho, Los Money Makers (donde sea que esté')
Prime, Deezy (donde sea que esté')
Money Makers (miéntete, por más que pregunten)
(Si yo estoy con usted)",Cumbia,es
"Oooah
Hey, singing your song
Nota Loka
Eloy
Randy
Aight

Ella no es normal
Ella me lleva a la altura
Chula ven chula
Fuera del planeta ella es
Chula ven chula
Fuera del planeta ella es
Chula ven chula
Fuera del planeta ella es

Yo sí que he buscado en el montón, pero no hay otra igual
Y yo daría lo que tengo para poderte agarrar
Su cuerpo estructural me pone a alucinar
Cierto ella te derrite si la puede tocar

Extraordinaria, mira como te controla
Solitaria, porque ella campea sola
Me pone a viajar como una dosis de rola
Para acercase a ella y que se file la cola

Extraordinaria, mira como te controla
Solitaria, porque ella campea sola
Me pone a viajar como una dosis de rola
Para acercase a ella y que se file la cola

Ella viene de lejos, bien lejos
Te hace temblar y te despega del suelo
Ella viene de lejos, bien lejos
Un día yo la vi bailando en la Luna

Ella viene de lejos, bien lejos
Un día yo la vi bailando en la Luna
Ella viene de lejos, bien lejos
Un día yo la vi bailando en la Luna

Chulería dime que día
Usted va a bajar de allá arriba
Y se va a sentar en mi silla querida
Pa' dartelo intenso el perreo violento alright
Chulería dime que día
Usted va a bajar de allá arriba
Y se va a sentar en mi silla querida

Ella no es normal
Ella me lleva a la altura
Chula ven chula
Fuera del planeta ella es

Chula ven chula
Fuera del planeta ella es
Chula ven chula
Fuera del planeta ella es

Ella baja un ratito
Que yo quiero darle cariñito
Quitarle la ropa suavecito
Para que te secuestre pa' que te demuestre

Como es que los hacemos acá en el globo terrestre
Y aunque que tenga que alquilar una nave espacial
Pa' la Luna irte a buscar, yo voy a llegar
Y si no está yo le llego hasta Marte

Hago lo que sea por la ropa quitarte
Y aunque que tenga que alquilar una nave espacial
Pa' a la Luna irte a buscar, yo voy a llegar
Y si no está yo le llego hasta Marte
Hago lo que sea por la ropa quitarte

Ella viene de lejos, bien lejos
Te hace temblar y te despega del suelo
Ella viene de lejos, bien lejos
Un día yo la vi bailando en la Luna

Ella viene de lejos, bien lejos
Un día yo la vi bailando en la Luna
Ella viene de lejos, bien lejos
Un día yo la vi bailando en la Luna

Ella no es normal
Ella me lleva a la altura
Chula ven chula
Fuera del planeta ella es

Chula ven chula
Fuera del planeta ella es
Chula ven chula
Fuera del planeta ella es

Hey
Fuera del planeta ella es
Alex
Live Music
Triples
Randy el más suelto
Eloy
Singing your song
No se firme que usted va llegar
Gualde the beatmaker
Subelo oh, oh oh, oh oh
Jowell
Subelo oh, oh
Chuleria dime que día usted va bajar de allá arriba",Cumbia,es
"Sé
Que buscas a alguien que
Te vuelva a enamorar
Que no te haga sentir mal

Sé
Que hubo otro que
No supo valorar
Lo que tenías para dar

Sé que tal vez
Te hizo sufrir
Te hizo llorar
Te supo lastimar

Sé que tal vez
Ya sabes de mí
Voy detrás de ti
No te voy a mentir

Voy buscando una lady
Como tú, la quiero así
Quiero que te enamores
Como estoy yo de ti

A casa, enviarte flores
Y en tu nombre escribir
Mil canciones de amores
Pa' que pienses en mí
Como yo pienso en ti

Yo quiero hablarte, quiero hipnotizarte
Una estrella traerte, hasta el cielo bajarte
Cantarte al oído y ver tu piel al erizarte
Llevarte lentamente donde estemos tú y yo aparte

Y si te provoca, te beso la boca
Sueño con tocarte, quitarte la ropa
No confundas mi intención por decir cosas locas
Te quiero, pero tu cuerpo también me provoca

Poderte complacer
Cada uno de tus sueños, conocer
Hablar juntos hasta el amanecer
Que seas mi mujer
Sea yo el único que te dé placer
Cada día de mi vida, yo poderte tener

Voy buscando una lady
Como tú, la quiero así
Quiero que te enamores
Como estoy yo de ti

A casa, enviarte flores
Y en tu nombre escribir
Mil canciones de amores
Pa’ que pienses en mí
Como yo pienso en ti

Voy buscando una lady
Como tú, la quiero así
Quiero que te enamores
Como estoy yo de ti

A casa, enviarte flores
Y en tu nombre escribir
Mil canciones de amores
Pa’ que pienses en mí
Como yo pienso en ti

Sé
Que buscas a alguien que
Te vuelva a enamorar
Que no te haga sentir mal

Voy buscando una lady
Como tú, la quiero así
Quiero que te enamores
Como estoy yo de ti

A casa, enviarte flores
Y en tu nombre escribir
Mil canciones de amores
Pa’ que pienses en mí
Como yo pienso en ti

MTZ
Manuel Turizo
KZO Beat
Joel
Julián Turizo
Zenzey
La Industria Inc",Cumbia,es
"Hoy pienso en el momento en que te conocí
Me di cuenta que perdí todo sin ti
La vida me enseñó que pa' amarte naci
Más no aprendió a olvidarte y cómo hacer sin ti

Lo tengo todo más de lo que yo pensé
Más siento que sin ti perdí
Que fracasé
Saqué la puntuación más alta en el amor
Pero de nada vale

(Tony Dize)

Tengo un gran conocimiento
Yo más que eso tengo un doctorado
Tengo el corazón graduado en sentimiento
Con la nota que jamás nadie ha alcanzado

Tengo mis sueños contigo
Todo lo que sé tú me lo has enseñado
Nada de lo que yo conozco es fingido
Todo lo que tengo, más o menos
Lo perdí

No sé cómo hacer sin ti
Teniendo todo o nada me queda sin ti
De qué me vale

Si tú no estás aquí a mi lado
De nada me vale
No sé cómo hacer sin ti
Teniendo todo o nada, me queda sin ti
De qué me vale

Los mil diplomas y mil honores de nada
Me vale

Vivo enamorado y loco
Yo sin ti vivo fracasado y loco
Si tú no estás aquí
Aquí a mi lado
De nada vale ya
Lo que sé y mi doctorado

Vivo enamorado y loco
Yo sin ti vivo fracasado y loco
Si tú no estás aquí
Aquí a mi lado
De nada vale ya
Lo que sé y mi doctorado

Tengo una casa de campo, con miles de premios
Sobre el tablillero
Tengo mi carrera y mis cuentas de banco
Tengo tantas ganas de vivir
Y muero de amor

No sé cómo hacer sin ti
Teniendo todo o nada me queda sin ti
De qué me vale

Si tú no estás aquí a mi lado
De nada me vale
No sé cómo hacer sin ti
Teniendo todo o nada, me queda sin ti
De qué me vale

Los mil diplomas y mil honores de nada
Me vale

Vivo enamorado y loco
Yo sin ti vivo fracasado y loco
Si tú no estás aquí
Aquí a mi lado
De nada vale ya
Lo que sé y mi doctorado

Vivo enamorado y loco
Yo sin ti vivo fracasado y loco
Si tú no estás aquí
Aquí a mi lado
De nada vale ya
Lo que sé y mi doctorado",Cumbia,es
"(Mateo on the Beatz)

Sé que todo entra por la vista
Y yo estoy harto de lo superficial
Tú, aparte de bonita
Me está gustando tu manera 'e pensar

Y yo le pregunté
¿Cómo se siente del cora?
Ella me respondió que e' una diabla
Y que no se enamora, -mora (entonces)

¿Cómo lo consigo? Si yo no coincido
Si yo quiero to' con uste'
Algo más que amigo', de verdad, lo digo
De verdad, tenemo' todo que ver

Por ahí, tengo enemigo', pero todo' son gile'
Son mucho bla-bla (chota)
Yo soy mero, mero de mi comuna
Tengo mi pistola, pistola

Mi nombre, en la calle, pesa
Te hablo claro, no ando con estupidece' (tú sabe')
Ese culo atraca prensa
Eso de atrá' a un doble R se parece

Y si aparece, le vo'a dar lo que merece (sí)
Si te me dejas llevar, y se enloquece
Junto conmigo, ella se crece (mami)
Yo la pongo a gastar

Sé que todo entra por la vista
Y ya estoy harta de lo superficial
Dice que me veo bonita
Y a mí me gusta tu manera 'e pensar

Y yo le pregunté
¿Cómo se siente del cora?
Ella me respondió que e' una diabla
Y que no se enamora, -mora

¿Cómo lo consigo? Si yo no coincido
Si yo quiero to' con uste'
Algo más que amigo', de verdad, lo digo
De verdad, tenemo' todo que ver

Por ahí, tengo enemigo', pero todo' son gile'
Son mucho bla-bla (chota)
Yo soy mero, mero de mi comuna
Tengo mi pistola, pistola

No cualquiera a mí me llega (sí)
Es diferente desearme que tenerme
Yeah, quiere que yo sea su mina (papi)
Pero no va a ser tan fácil poseerme

Yo siempre distante
Tú solo entre mis followers, followers
Le mandé Piensan de Myke Towers
Porque tenemos todo que ver

Nadie quiere saber
Cómo me siento del cora
Pero él me respondió
Que me cuidaba con su pistola, -tola (entonce')

¿Cómo lo consigo? Si yo no coincido
Si yo quiero to' con uste'
Algo más que amigo', de verdad, lo digo
De verdad, tenemo' todo que ver

Por ahí, tengo enemigo', pero todo' son gile'
Son mucho bla-bla (chota)
Yo soy mero, mero de mi comuna
Tengo mi pistola, pistola",Cumbia,es
"Ey, ey

Por ti, me monto en el carro y meto 120
Si me dices qué quieres de frente
Me estás tentando, tú eres una serpiente
Psíquica, te metiste en mi mente

Por ti, me voy en contra de la corriente
No te quites la ropa sin ponerme los lentes
Que quiero verte bien, ey
Que quiero darte bien, ey

¿Bajarle yo? Nah, nunca se me va a ocurrir
Bad Bunny en una pista de un Bugatti en un carril
Ya salió el Sol y no quiero dormir
Mueve ese culo y yo tiro cien mil

Tú cumples en octubre, pero yo te quiero abril
Ven, que te voy a hacer venir
A la casa en PR, o la de Beverly Hills
Por si me llaman los Lakers pa' dirigir

Porque saben que aquí siempre coronamo'
Invictos, nunca perdemo'
La baby es piquetúa', por eso roncamo'
En la G-Wagon siempre prendemo'

Fuck you, ey, a to' el mundo le picheamo'
Porque nadie sabe lo que tenemo'
Y lo rico que se siente cuando chingamo'
Después a la normalidad volvemo'
Sin decirno' te amo

Por ti, me monto en el carro y meto 120
Me estás tentando, tú eres una serpiente
Psíquica, te metiste en mi mente",Cumbia,es
"(Mera, dime, Ñengo)
(Real G4 Life hasta la muerte, cabrón)
(Yo le oro a Dios toa' las noches pa' que, el día que yo me muera, yo vaya pa'l cielo)
(Porque, si me caigo pa'l infierno, le voy a quitar el trinche al diablo, cabrón)
(En el cielo está Dios, en el infierno está el diablo)
(Pero entremedio del cielo y el infierno, estoy yo, lambebicho)
(Yo soy lo más cabrón en La Isla desde Roberto Clemente, cabrón)
(¿Tú no viste las noticias, cabrón?)
(Nosotros somo' intocable', Ñengo)
(Mera, ¡dime, Casper! Mera, ¡dime, Farru! Los Illuminati)
(Mera ¡dime, Darell!)
(Brrr, Anuel)
(Mera, ¡dime, Sinfo!)
(Trap Murdaz, cabrón)
(Geniuz)

Bebé, tú no me va' a olvidar
To' estos cabrone' me quieren matar, pero tú me brinca' encima de este bicho
Y yo te devoro como un animal (como un animal)
Yo sé que me quieren matar
Pero después que yo tenga dinero pa' comprar pistola' y rifle' con bala'
Yo voy a guerrear (yo voy a guerrear)

En mi case', vivimo' en guerra (guerra), rifles militare'
Yo le oro a Dios porque ninguno de lo' mío' resbalen
Aquí to' el mundo se muere (muere), nadie resucita
Cabrone' quieren matarte pa' verte en una camisa

Yo me compré un 47 (brrr, Real G4 Life)
Yo me compré un 47 (ajá, ajá, ajá)
Yo me compré un 47, toa' la' Glocks son fulete'
Yo me compré un 47, yo me compré un 47

Yo me compré un 47 y tengo un Honda sin marbete color vino
Pa' hacerle lo manda'o a la muerte (a la muerte)
Ando tranquilo porque soy guerrero
Yo soy ligero y voy a estrujarte si nos sacas de primero (Real G)

Y cuando tire, va a morirse el que no se agache
De sangre correrán los bache', dicen: Eah, diache (Anuel)
Te fuiste de escrache, llegamos nosotro'
Esto es pa' hombre', por eso salen con el pelo roto

Soy agua ardiente, corriente que te conecta como un 47
Cuando manda (yeah), cuando zumba (yeah) y cuando entra
Te dejan por dentro, yo', con la epiléptica
Te suenan con los palo' y te arrematan con las plástica' (esta es la verdadera vuelta, baby)

Ya no estamo' en cero, vivimo' la vida como los kilero' (eso es así)
Ya no cachamos octavo', cogimos la vía y los cachamo' entero (pa' que sepa)
Solo puta' y dinero, la fuleta en la mano y los peine' entero' (baby)
Los carros pa'l trabajo y completo vestío de negro

Conecta'o en las Islas Canarias, los rifle' me llegan desde Yugoslavia
Estamos crecío y controlamo' el área
Porque ahora no tengo una cone, cabrón, tengo varia'
Nosotro' 'tamo conecta'o pa' allá arriba en New York (Real G4 Life, my nigga)
Y los bajamo' a Orlando directo, cabrón, pa'l calor

Aquí tenemos to' las cone
Dime tú quién pone la presión así como Darell, bo, la pone
Soldado' en toa' las posicione', las corta' con la' extensione'
Ya tenemos toa' las direccione'
Hijo de puta, es mejor que abandone' (ey)
Con los mío', me monto pa' toa' las misione' (Darell)

Y si quieres guerra, ven a donde mí
Pa' que sepas, cabrón, no tengo miedo a morir
Un AK-47 y peines de refill
Te muere' sí o sí, después que me ponga pa' ti

Y si quieres guerra, ven a donde mí
Pa' que sepas, cabrón, no tengo miedo a morir
Un AK-47 y peines de refill
Te muere' sí o sí (Farru), después que me ponga pa' ti

Yo me compré un 47 (yeah), una 27 (yeah)
Por si me quedo sin balas o se me tranca el fulete
Pa' borrarte la cara (eh-yeh) cuando el botón apriete (oh-yeah)
Como grita esta ostia, pa' guerrear, aquí hay billete

Quieren roncarme y no pueden (no pueden)
Quieren matarme y no pueden (no pueden)
Pero si fallas tirando, en el mismo intento
Todito' se mueren (mueren)

To' pa' mí tienen mano' (yeah)
Pero siempre les gano
Si los pillo' por ahí dormío'
Les pago a una puta y los seteamo' (brrr)

Y ahí te secuestramo', te torturamo', picamo' y fin (yeah)
Celebro con botella en mano en el VIP (yeah)
Real G como Ñengo y Darell (Geniuz)
Real hasta la muerte siempre, Free Anuel

En mi case', vivimo' en guerra (guerra), rifles militare'
Yo le ruego a Dios porque, de los mío', ninguno se me vire
Aquí to' el mundo se muere (muere), nadie resucita
Cabrone' quieren matarte pa' verte en una camisa

Yo me compré un 47 (brrr)
Yo me compré un 47 (brrr)
Yo me compré un 47, yo me compré un 47
Toa' las Glock son fulete', yo me compré un 47, eh

Que yo estoy ready pa' ti, tú sabe' quién yo soy (uh)
Yo ando con Farru en un Rolls-Royce
Los juguete' y no son de KB Toys
Te pillamo' y te lo' damo' antes de que a tu mujer le envíe' un voice

Como Héctor, con el combo de 70 (eh)
Yo soy lo más cabrón que nació pa' los 90
Me compré un 47 y una .40
Yo cargo un rosario bendecío' y, con to' eso, el diablo me tienta

Ma', yo estoy rega'o como los meme'
Te enterramo' y despué' a tu mujer yo se lo me-me
Yo sé que estoy mal, que el cielo me condene
Pero esto es real hasta que en el infierno me queme (brrr)

Hoy las Retro 11 me las customizo
Y las pinto de roja' con toda la sangre tuya que caiga en el piso
En guerra avisada, nunca muere gente
Por eso es que yo no aviso

Mi palabra pesa, yo no me retracto
Yo soy la nueva religión, la baby quiere un pacto (yeh)
Con demonio, yo no hablo, pero tengo su contacto (nosotro' somos los mágicos)
Marco el 666 y, en el pecho, sienten el impacto (Casper)

Recuerdo cuando no tenía un carajo (un carajo)
Que las cosas estaban mala', no tenía ni pa' un octavo (ah)
Gracias a Dios, las cosas cambiaron (cambiaron)
Y ahora quieren de este bicho to' esas puta' que picharon (brrr)

Me compré un 47 y le puse un botón (un botón)
Las Glock son toa' fulete', Carbon 15 con el caracol (caracol)
Ruégale a Dios que no te pille con el de tambor (ah)
Que si lo prendo, va' a sentir del diablo el calentón (brrr)

(Mera, dime, Casper, Los Intocable', Los Illuminati')
(Yo estoy preso, yo no estoy muerto, cabrón)
(Pero ¿y si yo salgo mañana?)
(Brrr)
(Nosotro' somo' los que tenemo' la puta calle prendía en fuego, ¿oíste, cabrón?)
(Nosotro' somo' los verdadero' hijo de puta, me voy a cagar en la madre)

Fuletazo' con la 23 (uh), Jordan en el '93 (ah)
Me meto pa' tu canto, el kiosko te tranco, y la cara te la hago puré (brrr)
Tengo al diablo en la casa de cristal (cristal), 27, no vamo' a chotear (chotear)
Me compré un 47, lo hice fulete, hijo de puta, el que quiera guerrear (brrr)

Te mandamos caliente, 21 pa'l pecho, Roberto Clemente (Roberto Clemente)
Te voy a prender el timbal en la cara, cabrón, a nombre de Tito Puente' (brrr)
Se dejaron ver, ahora estos cabrone' cantan como Anuel
Se dejaron ver, subiendo los tuyo' a cuenta de lo de él

En mi case', vivimo' en guerra (guerra), rifles militare'
Yo le oro a Dios porque ninguno de lo' mío' resbalen
Aquí to' el mundo se muere (muere), nadie resucita
Cabrone' quieren matarte pa' verte en una camisa

Yo me compré un 47 (brrr)
Yo me compré un 47
Yo me compré un 47, toa' la' Glocks son fulete'
Yo me compré un 47, yo me compré un 47

Yo, a vece', siento que la muerte está persiguiéndome, pero yo no voy a correr (correr)
Las corta', los palo', los peine', yo me compré 4 tambores ayer (ayer)
Ustedes to' me traicionaron como a Jehová lo traicionó Lucifer (amén)
Y yo nunca voy a cambiar la lealtad de un hermano por una mujer (canto de puerco)

Mi hijo va a comer (comer)
Y con el R fulete te vamo' a cocer (cocer)
Las balas van a llover (brrr)
Pero yo tengo que ver a mi hijo crecer (crecer)

Yo no me voy a esconder (esconder)
Si yo no soy intocable, pues traten, a ver (brrr)
El AK te va a morder (morder)
Los muertos te están esperando, tú te va' a caer (caer)

Yo nunca me asusté (asusté)
Ello' me fantasmearon y se lo' acosté (acosté)
Le' mandé y me abajé (me abajé)
Y, el palo en el pecho, yo se lo espeté (brrr)

Lo resucité
Y le prendí mi fulete y volví y lo maté (lo maté)
La vida se la quité (quité)
Y, tira'o como un zombie, yo lo retraté

En mi case', vivimo' en guerra (guerra), rifles militare'
Yo le oro a Dios porque ninguno de lo' mío' resbalen
Aquí to' el mundo se muere (muere), nadie resucita
Cabrone' quieren matarte pa' verte en una camisa

Yo me compré un 47 (brrr)
Yo me compré un 47 (brrr)
Yo me compré un 47, toa' la' Glocks son fulete'
Yo me compré un 47, yo me compré un 47

Brrr (Anuel)
Real hasta la muerte, ¿oíste, cabrón? (Mera, dime Ñengo)
Real G4 Life hasta que me maten, me voy a cagar en la madre del diablo (Trap Murdaz)
Real G4 Life, Lil Geniuz
Dímelo, Sinfo (Casper)
Mera, indíca Martino
Dile a estos cabrone' que los que quedan son los palestino', bebé (Darell)
¿Tú me está' entendiendo lo que te estamo' queriendo decir?

(Mera, dime, Farru, los Annunaki, cabrón)
(Mera, dime, Darell)
(Nosotro' somo' intocable', baby)
(Anuel)
(Brrr)

(Mera, cabrón, ¿tú te acuerdas cuando Jordan se ganó los tres campeonato' )
(Y se tiró pa' atrá' ese año, que se fue a jugar pelota)
(Y después dio pa' atrá' y se ganó los tres campeonato'?)
(Esta mierda, va a ser esa misma mierda cuando yo salga, lambebicho, ¿oíste, cabrón?)
(Real hasta la muerte, hijo de puta)",Cumbia,es
